Class;Order;Family;Species;Trade type;Source
Bird;Apodiformes;Trochilidae;Polytmus theresiae;Pet, Prod;CITES, IUCN
Bird;Apodiformes;Trochilidae;Pterophanes cyanopterus;Pet, Prod;CITES, IUCN
Bird;Apodiformes;Trochilidae;Ramphodon naevius;Prod;CITES
Bird;Apodiformes;Trochilidae;Ramphomicron dorsale;NA;CITES
Bird;Apodiformes;Trochilidae;Ramphomicron microrhynchum;Pet, Prod;CITES, IUCN
Bird;Apodiformes;Trochilidae;Rhodopis vesper;Pet;CITES, IUCN
Bird;Apodiformes;Trochilidae;Sappho sparganurus;Pet;CITES, IUCN
Bird;Apodiformes;Trochilidae;Schistes geoffroyi;Pet;CITES, IUCN
Bird;Apodiformes;Trochilidae;Selasphorus ardens;Pet;CITES, IUCN
Bird;Apodiformes;Trochilidae;Selasphorus calliope;NA;CITES
Bird;Apodiformes;Trochilidae;Selasphorus flammula;Prod;CITES
Bird;Apodiformes;Trochilidae;Selasphorus platycercus;Pet;CITES, IUCN
Bird;Apodiformes;Trochilidae;Selasphorus rufus;Pet, Prod;CITES, IUCN
Bird;Apodiformes;Trochilidae;Selasphorus sasin;NA;CITES
Bird;Apodiformes;Trochilidae;Selasphorus scintilla;NA;CITES
Bird;Apodiformes;Trochilidae;Sephanoides fernandensis;Pet, Prod;CITES, IUCN
Bird;Apodiformes;Trochilidae;Sephanoides sephaniodes;Pet;CITES, IUCN
Bird;Apodiformes;Trochilidae;Stephanoxis lalandi;Pet, Prod;CITES, IUCN
Bird;Apodiformes;Trochilidae;Sternoclyta cyanopectus;Pet, Prod;CITES, IUCN
Bird;Apodiformes;Trochilidae;Taphrolesbia griseiventris;Prod;CITES
Bird;Apodiformes;Trochilidae;Taphrospilus hypostictus;Pet, Prod;CITES, IUCN
Bird;Apodiformes;Trochilidae;Thalurania colombica;Prod;CITES
Bird;Apodiformes;Trochilidae;Thalurania furcata;Pet, Prod;CITES, IUCN
Bird;Apodiformes;Trochilidae;Thalurania glaucopis;Pet, Prod;CITES, IUCN
Bird;Apodiformes;Trochilidae;Thalurania ridgwayi;NA;CITES
Bird;Apodiformes;Trochilidae;Thalurania watertonii;Pet, Prod;CITES, IUCN
Bird;Apodiformes;Trochilidae;Thaumastura cora;Pet, Prod;CITES, IUCN
Bird;Apodiformes;Trochilidae;Threnetes leucurus;Pet;IUCN
Bird;Apodiformes;Trochilidae;Threnetes niger;Pet, Prod;CITES, IUCN
Bird;Apodiformes;Trochilidae;Threnetes ruckeri;Pet;CITES, IUCN
Bird;Apodiformes;Trochilidae;Tilmatura dupontii;Prod;CITES
Bird;Apodiformes;Trochilidae;Topaza pella;Pet, Prod;CITES, IUCN
Bird;Apodiformes;Trochilidae;Topaza pyra;NA;CITES
Bird;Apodiformes;Trochilidae;Trochilus polytmus;Pet, Prod;CITES, IUCN
Bird;Apodiformes;Trochilidae;Trochilus scitulus;NA;CITES
Bird;Apodiformes;Trochilidae;Urochroa bougueri;Pet, Prod;CITES, IUCN
Bird;Apodiformes;Trochilidae;Urosticte benjamini;Pet;CITES, IUCN
Bird;Apodiformes;Trochilidae;Urosticte ruficrissa;Pet;IUCN
Bird;Apterygiformes;Apterygidae;Apteryx australis;Pet;IUCN
Bird;Bucerotiformes;Bucerotidae;Aceros nipalensis;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Anorrhinus austeni;Pet, Prod;IUCN
Bird;Bucerotiformes;Bucerotidae;Anorrhinus galeritus;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Anorrhinus tickelli;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Anthracoceros albirostris;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Anthracoceros coronatus;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Anthracoceros malayanus;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Anthracoceros marchei;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Anthracoceros montani;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Berenicornis comatus;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Buceros bicornis;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Buceros hydrocorax;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Buceros mindanensis;Pet, Prod;IUCN
Bird;Bucerotiformes;Bucerotidae;Buceros rhinoceros;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Bucorvus abyssinicus;Pet, Prod;IUCN
Bird;Bucerotiformes;Bucerotidae;Bucorvus leadbeateri;Pet, Prod;IUCN
Bird;Bucerotiformes;Bucerotidae;Bycanistes brevis;Pet;IUCN
Bird;Bucerotiformes;Bucerotidae;Bycanistes bucinator;Pet;IUCN
Bird;Bucerotiformes;Bucerotidae;Bycanistes cylindricus;Pet, Prod;IUCN
Bird;Bucerotiformes;Bucerotidae;Bycanistes fistulator;Pet;IUCN
Bird;Bucerotiformes;Bucerotidae;Bycanistes sharpii;Pet;IUCN
Bird;Bucerotiformes;Bucerotidae;Bycanistes subcylindricus;Pet, Prod;IUCN
Bird;Bucerotiformes;Bucerotidae;Ceratogymna atrata;Pet, Prod;IUCN
Bird;Bucerotiformes;Bucerotidae;Ceratogymna elata;Pet, Prod;IUCN
Bird;Bucerotiformes;Bucerotidae;Horizocerus albocristatus;Pet;IUCN
Bird;Bucerotiformes;Bucerotidae;Horizocerus cassini;Pet;IUCN
Bird;Bucerotiformes;Bucerotidae;Lophoceros alboterminatus;Pet;IUCN
Bird;Bucerotiformes;Bucerotidae;Lophoceros fasciatus;Pet;IUCN
Bird;Bucerotiformes;Bucerotidae;Lophoceros nasutus;Pet;IUCN
Bird;Bucerotiformes;Bucerotidae;Lophoceros semifasciatus;Pet;IUCN
Bird;Bucerotiformes;Bucerotidae;Ocyceros birostris;Pet, Prod;IUCN
Bird;Bucerotiformes;Bucerotidae;Penelopides affinis;Prod;IUCN
Bird;Bucerotiformes;Bucerotidae;Penelopides manillae;Pet, Prod;IUCN
Bird;Bucerotiformes;Bucerotidae;Penelopides mindorensis;Prod;IUCN
Bird;Bucerotiformes;Bucerotidae;Penelopides panini;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Rhabdotorrhinus corrugatus;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Rhabdotorrhinus exarhatus;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Rhabdotorrhinus leucocephalus;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Rhabdotorrhinus waldeni;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Rhinoplax vigil;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Rhyticeros cassidix;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Rhyticeros everetti;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Rhyticeros narcondami;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Rhyticeros plicatus;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Rhyticeros subruficollis;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Rhyticeros undulatus;Pet, Prod;CITES, IUCN
Bird;Bucerotiformes;Bucerotidae;Tockus damarensis;Pet;IUCN
Bird;Bucerotiformes;Bucerotidae;Tockus deckeni;Pet;IUCN
Bird;Bucerotiformes;Bucerotidae;Tockus erythrorhynchus;Pet;IUCN
Bird;Bucerotiformes;Bucerotidae;Tockus flavirostris;Pet;IUCN
Bird;Bucerotiformes;Bucerotidae;Tockus jacksoni;Pet;IUCN
Bird;Bucerotiformes;Bucerotidae;Tockus leucomelas;Pet;IUCN
Bird;Bucerotiformes;Phoeniculidae;Phoeniculus bollei;Pet;IUCN
Bird;Bucerotiformes;Phoeniculidae;Phoeniculus purpureus;Pet;IUCN
Bird;Bucerotiformes;Upupidae;Upupa epops;Pet, Prod;IUCN
Bird;Caprimulgiformes;Caprimulgidae;Caprimulgus aegyptius;Prod;IUCN
Bird;Caprimulgiformes;Caprimulgidae;Caprimulgus affinis;Prod;IUCN
Bird;Caprimulgiformes;Caprimulgidae;Caprimulgus asiaticus;Prod;IUCN
Bird;Caprimulgiformes;Caprimulgidae;Caprimulgus europaeus;Prod;IUCN
Bird;Caprimulgiformes;Caprimulgidae;Caprimulgus indicus;Prod;IUCN
Bird;Caprimulgiformes;Caprimulgidae;Caprimulgus jotaka;Prod;IUCN
Bird;Caprimulgiformes;Caprimulgidae;Caprimulgus phalaena;Prod;IUCN
Bird;Caprimulgiformes;Caprimulgidae;Chordeiles acutipennis;Prod;IUCN
Bird;Caprimulgiformes;Caprimulgidae;Chordeiles minor;Pet;IUCN
Bird;Caprimulgiformes;Caprimulgidae;Chordeiles rupestris;Prod;IUCN
Bird;Caprimulgiformes;Caprimulgidae;Gactornis enarratus;Prod;IUCN
Bird;Caprimulgiformes;Caprimulgidae;Nyctidromus albicollis;Pet;IUCN
Bird;Caprimulgiformes;Podargidae;Podargus strigoides;Pet;IUCN
Bird;Caprimulgiformes;Steatornithidae;Steatornis caripensis;Prod;IUCN
Bird;Caprimulgiformes;Trochilidae;Amazilia bartletti;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Amazilia cupreicauda;Pet;CITES, IUCN
Bird;Caprimulgiformes;Trochilidae;Anthracothorax aurulentus;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Coeligena albicaudata;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Coeligena conradii;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Coeligena consita;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Coeligena dichroura;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Coeligena eisenmanni;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Coeligena eos;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Coeligena inca;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Coeligena osculans;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Cynanthus doubledayi;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Cynanthus lawrencei;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Eriocnemis sapphiropygia;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Heliangelus clarisse;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Heliangelus spencei;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Heliangelus zusii;NA;CITES
Bird;Caprimulgiformes;Trochilidae;Heliodoxa whitelyana;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Lampornis cinereicauda;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Oreonympha albolimbata;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Oreotrochilus stolzmanni;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Phaethornis aethopygus;NA;CITES
Bird;Caprimulgiformes;Trochilidae;Phaethornis porcullae;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Schistes albogularis;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Stephanoxis loddigesii;Pet;IUCN
Bird;Caprimulgiformes;Trochilidae;Urochroa leucura;Pet;IUCN
Bird;Cariamiformes;Cariamidae;Cariama cristata;Pet, Prod;IUCN
Bird;Cariamiformes;Cariamidae;Chunga burmeisteri;Pet, Prod;IUCN
Bird;Casuariiformes;Casuariidae;Casuarius bennetti;Pet, Prod;IUCN
Bird;Casuariiformes;Casuariidae;Casuarius casuarius;Pet, Prod;CITES, IUCN
Bird;Casuariiformes;Casuariidae;Casuarius unappendiculatus;Pet, Prod;IUCN
Bird;Casuariiformes;Casuariidae;Dromaius novaehollandiae;Pet, Prod;IUCN
Bird;Charadriiformes;Alcidae;Aethia cristatella;Pet, Prod;IUCN
Bird;Charadriiformes;Alcidae;Aethia psittacula;Pet, Prod;IUCN
Bird;Charadriiformes;Alcidae;Aethia pusilla;Pet, Prod;IUCN
Bird;Charadriiformes;Alcidae;Aethia pygmaea;Pet;IUCN
Bird;Charadriiformes;Alcidae;Alca torda;Pet, Prod;IUCN
Bird;Charadriiformes;Alcidae;Alle alle;Prod;IUCN
Bird;Charadriiformes;Alcidae;Cepphus carbo;Pet, Prod;IUCN
Bird;Charadriiformes;Alcidae;Cepphus columba;Pet;IUCN
Bird;Charadriiformes;Alcidae;Cepphus grylle;Pet, Prod;IUCN
Bird;Charadriiformes;Alcidae;Cerorhinca monocerata;Pet, Prod;IUCN
Bird;Charadriiformes;Alcidae;Fratercula arctica;Prod;IUCN
Bird;Charadriiformes;Alcidae;Fratercula cirrhata;Pet;IUCN
Bird;Charadriiformes;Alcidae;Fratercula corniculata;Pet;IUCN
Bird;Charadriiformes;Alcidae;Ptychoramphus aleuticus;Prod;IUCN
Bird;Charadriiformes;Alcidae;Synthliboramphus craveri;Prod;IUCN
Bird;Charadriiformes;Alcidae;Synthliboramphus wumizusume;Prod;IUCN
Bird;Charadriiformes;Alcidae;Uria aalge;Pet, Prod;IUCN
Bird;Charadriiformes;Alcidae;Uria lomvia;Pet, Prod;IUCN
Bird;Charadriiformes;Burhinidae;Burhinus bistriatus;Pet, Prod;CITES, IUCN
Bird;Charadriiformes;Burhinidae;Burhinus capensis;Pet;IUCN
Bird;Charadriiformes;Burhinidae;Burhinus grallarius;Pet, Prod;IUCN
Bird;Charadriiformes;Burhinidae;Burhinus indicus;Pet, Prod;IUCN
Bird;Charadriiformes;Burhinidae;Burhinus oedicnemus;Pet, Prod;IUCN
Bird;Charadriiformes;Burhinidae;Burhinus senegalensis;Prod;IUCN
Bird;Charadriiformes;Burhinidae;Burhinus superciliaris;Pet;IUCN
Bird;Charadriiformes;Charadriidae;Charadrius alexandrinus;Pet, Prod;IUCN
Bird;Charadriiformes;Charadriidae;Charadrius aquilonius;Pet;IUCN
Bird;Charadriiformes;Charadriidae;Charadrius bifrontatus;Pet;IUCN
Bird;Charadriiformes;Charadriidae;Charadrius dealbatus;Pet, Prod;IUCN
Bird;Charadriiformes;Charadriidae;Charadrius dubius;Pet, Prod;IUCN
Bird;Charadriiformes;Charadriidae;Charadrius hiaticula;Pet, Prod;IUCN
Bird;Charadriiformes;Charadriidae;Charadrius leschenaultii;Prod;IUCN
Bird;Charadriiformes;Charadriidae;Charadrius melodus;Pet, Prod;IUCN
Bird;Charadriiformes;Charadriidae;Charadrius mongolus;Prod;IUCN
Bird;Charadriiformes;Charadriidae;Charadrius montanus;Prod;IUCN
Bird;Charadriiformes;Charadriidae;Charadrius nivosus;Pet, Prod;IUCN
Bird;Charadriiformes;Charadriidae;Charadrius obscurus;Pet;IUCN
Bird;Charadriiformes;Charadriidae;Charadrius pallidus;Pet;IUCN
Bird;Charadriiformes;Charadriidae;Charadrius pecuarius;Pet;IUCN
Bird;Charadriiformes;Charadriidae;Charadrius sanctaehelenae;Prod;IUCN
Bird;Charadriiformes;Charadriidae;Charadrius semipalmatus;Pet;IUCN
Bird;Charadriiformes;Charadriidae;Charadrius thoracicus;Prod;IUCN
Bird;Charadriiformes;Charadriidae;Charadrius tricollaris;Pet;IUCN
Bird;Charadriiformes;Charadriidae;Charadrius vociferus;Pet, Prod;IUCN
Bird;Charadriiformes;Charadriidae;Elseyornis melanops;Pet;IUCN
Bird;Charadriiformes;Charadriidae;Eudromias morinellus;Pet, Prod;IUCN
Bird;Charadriiformes;Charadriidae;Oreopholus ruficollis;Prod;IUCN
Bird;Charadriiformes;Charadriidae;Peltohyas australis;Pet;IUCN
Bird;Charadriiformes;Charadriidae;Pluvialis apricaria;Pet, Prod;IUCN
Bird;Charadriiformes;Charadriidae;Pluvialis dominica;Pet, Prod;IUCN
Bird;Charadriiformes;Charadriidae;Pluvialis fulva;Pet, Prod;IUCN
Bird;Charadriiformes;Charadriidae;Pluvialis squatarola;Pet, Prod;IUCN
Bird;Charadriiformes;Charadriidae;Thinornis cucullatus;Pet;IUCN
Bird;Charadriiformes;Charadriidae;Vanellus albiceps;Pet;IUCN
Bird;Charadriiformes;Charadriidae;Vanellus armatus;Pet;IUCN
Bird;Charadriiformes;Charadriidae;Vanellus chilensis;Pet;IUCN
Bird;Charadriiformes;Charadriidae;Vanellus cinereus;Pet, Prod;IUCN
Bird;Charadriiformes;Charadriidae;Vanellus coronatus;Pet;IUCN
Bird;Charadriiformes;Charadriidae;Vanellus crassirostris;Pet, Prod;IUCN
Bird;Charadriiformes;Charadriidae;Vanellus indicus;Pet, Prod;IUCN
Bird;Charadriiformes;Charadriidae;Vanellus leucurus;Prod;IUCN
Bird;Charadriiformes;Charadriidae;Vanellus lugubris;Pet;IUCN
Bird;Charadriiformes;Charadriidae;Vanellus macropterus;Prod;IUCN
Bird;Charadriiformes;Charadriidae;Vanellus malabaricus;Pet, Prod;IUCN
Bird;Charadriiformes;Charadriidae;Vanellus melanopterus;Pet;IUCN
Bird;Charadriiformes;Charadriidae;Vanellus miles;Pet;IUCN
Bird;Charadriiformes;Charadriidae;Vanellus novaehollandiae;Pet;IUCN
Bird;Charadriiformes;Charadriidae;Vanellus senegallus;Pet, Prod;IUCN
Bird;Charadriiformes;Charadriidae;Vanellus spinosus;Pet, Prod;IUCN
Bird;Charadriiformes;Charadriidae;Vanellus tectus;Pet;IUCN
Bird;Charadriiformes;Charadriidae;Vanellus tricolor;Pet;IUCN
Bird;Charadriiformes;Charadriidae;Vanellus vanellus;Pet, Prod;IUCN
Bird;Charadriiformes;Glareolidae;Cursorius temminckii;Pet;IUCN
Bird;Charadriiformes;Glareolidae;Glareola maldivarum;Pet, Prod;IUCN
Bird;Charadriiformes;Glareolidae;Glareola nuchalis;Prod;IUCN
Bird;Charadriiformes;Glareolidae;Glareola pratincola;Pet, Prod;IUCN
Bird;Charadriiformes;Glareolidae;Rhinoptilus cinctus;Pet;IUCN
Bird;Charadriiformes;Glareolidae;Smutsornis africanus;Pet;IUCN
Bird;Charadriiformes;Glareolidae;Stiltia isabella;Pet, Prod;IUCN
Bird;Charadriiformes;Haematopodidae;Haematopus ater;Pet;IUCN
Bird;Charadriiformes;Haematopodidae;Haematopus chathamensis;Prod;IUCN
Bird;Charadriiformes;Haematopodidae;Haematopus fuliginosus;Pet;IUCN
Bird;Charadriiformes;Haematopodidae;Haematopus longirostris;Pet;IUCN
Bird;Charadriiformes;Haematopodidae;Haematopus ostralegus;Pet, Prod;IUCN
Bird;Charadriiformes;Haematopodidae;Haematopus palliatus;Pet;IUCN
Bird;Charadriiformes;Jacanidae;Actophilornis africanus;Pet;IUCN
Bird;Charadriiformes;Jacanidae;Hydrophasianus chirurgus;Pet, Prod;IUCN
Bird;Charadriiformes;Jacanidae;Irediparra gallinacea;Pet;IUCN
Bird;Charadriiformes;Jacanidae;Jacana jacana;Pet;IUCN
Bird;Charadriiformes;Jacanidae;Jacana spinosa;Pet;IUCN
Bird;Charadriiformes;Jacanidae;Metopidius indicus;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Chlidonias hybrida;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Chlidonias leucopterus;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Chlidonias niger;Prod;IUCN
Bird;Charadriiformes;Laridae;Hydrocoloeus minutus;Prod;IUCN
Bird;Charadriiformes;Laridae;Hydroprogne caspia;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Larosterna inca;Pet;IUCN
Bird;Charadriiformes;Laridae;Larus argentatus;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Larus armenicus;Prod;IUCN
Bird;Charadriiformes;Laridae;Larus atlanticus;Prod;IUCN
Bird;Charadriiformes;Laridae;Larus atricilla;Pet;IUCN
Bird;Charadriiformes;Laridae;Larus audouinii;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Larus brunnicephalus;Prod;IUCN
Bird;Charadriiformes;Laridae;Larus bulleri;NA;IUCN
Bird;Charadriiformes;Laridae;Larus californicus;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Larus canus;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Larus cirrocephalus;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Larus crassirostris;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Larus delawarensis;Pet;IUCN
Bird;Charadriiformes;Laridae;Larus dominicanus;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Larus fuscus;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Larus genei;Prod;IUCN
Bird;Charadriiformes;Laridae;Larus glaucoides;Prod;IUCN
Bird;Charadriiformes;Laridae;Larus heermanni;Pet;IUCN
Bird;Charadriiformes;Laridae;Larus hemprichii;Prod;IUCN
Bird;Charadriiformes;Laridae;Larus ichthyaetus;Pet;IUCN
Bird;Charadriiformes;Laridae;Larus leucophthalmus;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Larus marinus;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Larus melanocephalus;Prod;IUCN
Bird;Charadriiformes;Laridae;Larus modestus;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Larus novaehollandiae;Pet;IUCN
Bird;Charadriiformes;Laridae;Larus occidentalis;Pet;IUCN
Bird;Charadriiformes;Laridae;Larus philadelphia;Pet;IUCN
Bird;Charadriiformes;Laridae;Larus pipixcan;Pet;IUCN
Bird;Charadriiformes;Laridae;Larus relictus;Prod;CITES, IUCN
Bird;Charadriiformes;Laridae;Larus ridibundus;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Larus schistisagus;Pet;IUCN
Bird;Charadriiformes;Laridae;Larus serranus;Pet;IUCN
Bird;Charadriiformes;Laridae;Larus smithsonianus;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Larus thayeri;Prod;IUCN
Bird;Charadriiformes;Laridae;Onychoprion anaethetus;Pet;IUCN
Bird;Charadriiformes;Laridae;Onychoprion fuscatus;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Phaetusa simplex;Prod;IUCN
Bird;Charadriiformes;Laridae;Rhodostethia rosea;Prod;IUCN
Bird;Charadriiformes;Laridae;Rissa brevirostris;Prod;IUCN
Bird;Charadriiformes;Laridae;Rissa tridactyla;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Rynchops flavirostris;Prod;IUCN
Bird;Charadriiformes;Laridae;Saundersilarus saundersi;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Sterna acuticauda;Prod;IUCN
Bird;Charadriiformes;Laridae;Sterna dougallii;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Sterna forsteri;Pet;IUCN
Bird;Charadriiformes;Laridae;Sterna hirundo;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Sterna paradisaea;Pet;IUCN
Bird;Charadriiformes;Laridae;Sterna repressa;Prod;IUCN
Bird;Charadriiformes;Laridae;Sternula albifrons;Prod;IUCN
Bird;Charadriiformes;Laridae;Sternula balaenarum;Prod;IUCN
Bird;Charadriiformes;Laridae;Thalasseus bergii;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Thalasseus bernsteini;Prod;IUCN
Bird;Charadriiformes;Laridae;Thalasseus elegans;Prod;IUCN
Bird;Charadriiformes;Laridae;Thalasseus maximus;Pet, Prod;IUCN
Bird;Charadriiformes;Laridae;Thalasseus sandvicensis;Prod;IUCN
Bird;Charadriiformes;Laridae;Xema sabini;Prod;IUCN
Bird;Charadriiformes;Pluvianidae;Pluvianus aegyptius;Pet;IUCN
Bird;Charadriiformes;Recurvirostridae;Cladorhynchus leucocephalus;Pet;IUCN
Bird;Charadriiformes;Recurvirostridae;Himantopus himantopus;Pet, Prod;IUCN
Bird;Charadriiformes;Recurvirostridae;Recurvirostra americana;Pet;IUCN
Bird;Charadriiformes;Recurvirostridae;Recurvirostra avosetta;Pet, Prod;IUCN
Bird;Charadriiformes;Recurvirostridae;Recurvirostra novaehollandiae;Pet;IUCN
Bird;Charadriiformes;Rostratulidae;Nycticryphes semicollaris;Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Actitis hypoleucos;Pet, Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Actitis macularius;Pet, Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Arenaria interpres;Pet, Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Bartramia longicauda;Pet, Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Calidris acuminata;Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Calidris alba;Pet, Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Calidris alpina;Pet, Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Calidris bairdii;Pet;IUCN
Bird;Charadriiformes;Scolopacidae;Calidris canutus;Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Calidris falcinellus;Pet;IUCN
Bird;Charadriiformes;Scolopacidae;Calidris ferruginea;Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Calidris himantopus;Pet;IUCN
Bird;Charadriiformes;Scolopacidae;Calidris mauri;Pet;IUCN
Bird;Charadriiformes;Scolopacidae;Calidris melanotos;Pet;IUCN
Bird;Charadriiformes;Scolopacidae;Calidris minuta;Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Calidris minutilla;Pet;IUCN
Bird;Charadriiformes;Scolopacidae;Calidris pugnax;Pet, Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Calidris pusilla;Pet, Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Calidris pygmaea;Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Calidris ruficollis;Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Calidris subminuta;Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Calidris temminckii;Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Gallinago gallinago;Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Gallinago hardwickii;Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Gallinago macrodactyla;Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Gallinago media;Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Gallinago nemoricola;Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Gallinago nobilis;Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Gallinago stenura;Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Gallinago undulata;Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Limnodromus griseus;Pet;IUCN
Bird;Charadriiformes;Scolopacidae;Limnodromus scolopaceus;Pet;IUCN
Bird;Charadriiformes;Scolopacidae;Limnodromus semipalmatus;Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Limosa fedoa;Pet, Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Limosa lapponica;Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Limosa limosa;Pet, Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Lymnocryptes minimus;Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Numenius americanus;Pet, Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Numenius arquata;Pet, Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Numenius borealis;Pet, Prod;CITES, IUCN
Bird;Charadriiformes;Scolopacidae;Numenius madagascariensis;Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Numenius minutus;Pet, Prod;IUCN
Bird;Charadriiformes;Scolopacidae;Numenius phaeopus;Pet, Prod;IUCN
